run_id,strategy,seed,stall_width_m,aisle_width_m,ped_density_per_m,suv_probability,suv_present,pedestrian_count,pedestrian_speed_mps,total_cycle_time_s,reaction_time_s,gear_shifts,los_blocked,creep_activated,max_blind_exit_speed_mps,min_pedestrian_distance_m,proximity_warning,required_braking_mps2,critical_conflict,collision
2634,forward,42,2.7,5.9958,0.14608,0.37675,True,0,,17.4181,0.9278,1,True,True,0.5,,True,0.3598,False,False
2635,reverse,42,2.7,6.4729,0.18619,0.52024,False,3,1.6292,18.3841,0.6058,2,False,False,1.2,2.4199,True,0.2496,False,False
2636,forward,42,2.7,6.0723,0.28708,0.71805,True,2,1.108,17.0037,0.4657,1,True,True,0.5,1.43,False,2.34,False,False
2637,reverse,42,2.7,6.8392,0.12496,0.21877,False,1,1.3424,18.5659,0.5172,2,False,False,1.2,1.4527,False,1.9433,False,False
2638,forward,42,2.7,5.8458,0.17171,0.3598,True,3,1.1555,17.2717,0.8745,1,True,True,0.5,2.9301,False,0.6493,False,False
2639,reverse,42,2.7,6.8101,0.05717,0.12125,False,0,,18.7695,0.7423,2,False,False,1.2,,True,2.561,False,False
2640,forward,42,2.7,7.1477,0.23728,0.46011,False,2,1.5603,15.8579,0.6514,1,False,False,1.2,1.7816,False,0.2141,False,False
2641,reverse,42,2.7,6.7686,0.29749,0.33109,False,0,,18.7692,0.7726,2,False,False,1.2,,True,1.5038,False,False
2642,forward,42,2.7,7.1955,0.23665,0.73222,True,2,1.461,17.9224,0.6862,1,True,True,0.5,0.4319,True,0.4557,False,False
2643,reverse,42,2.7,5.9567,0.1971,0.03169,False,0,,17.7703,0.373,2,False,False,1.2,,False,1.9088,False,False
2644,forward,42,2.7,6.2441,0.15584,0.17657,False,0,,15.3907,0.746,1,False,False,1.2,,True,4.087,True,False
2645,reverse,42,2.7,6.9692,0.20357,0.26192,False,1,1.3114,18.8893,0.7447,2,False,False,1.2,2.25,True,0.1755,False,False
2646,forward,42,2.7,5.7791,0.11133,0.68668,True,0,,16.9934,0.6377,1,True,True,0.5,,False,1.9754,False,False
2647,reverse,42,2.7,6.9989,0.08503,0.6472,False,0,,19.0032,0.8366,2,False,False,1.2,,True,2.5971,False,False
2648,forward,42,2.7,6.1523,0.1724,0.10259,False,2,1.5618,15.2548,0.6671,1,False,False,1.2,1.6533,False,0.4698,False,False
2649,reverse,42,2.7,6.4905,0.08949,0.14617,False,0,,18.4534,0.6621,2,False,False,1.2,,False,0.6872,False,False
2650,forward,42,2.7,6.9974,0.25297,0.2389,True,2,1.4695,17.7411,0.6281,1,True,True,0.5,2.2558,False,4.9161,True,False
2651,reverse,42,2.7,6.0687,0.06589,0.57761,True,3,1.3439,18.223,0.7431,2,False,False,1.2,2.9201,False,1.3666,False,False
2652,forward,42,2.7,6.3179,0.09514,0.72848,True,0,,17.3313,0.6407,1,True,True,0.5,,True,1.2345,False,False
2653,reverse,42,2.7,5.8968,0.11317,0.28896,False,1,1.4289,18.0547,0.7016,2,False,False,1.2,1.6017,True,2.3778,False,False
2654,forward,42,2.7,6.9101,0.0872,0.07424,False,1,1.1346,15.7873,0.7286,1,False,False,1.2,2.004,True,2.7259,False,False
2655,reverse,42,2.7,6.9872,0.05202,0.01117,False,0,,18.9576,0.7996,2,False,False,1.2,,False,0.8428,False,False
2656,forward,42,2.7,6.3424,0.15886,0.07581,False,2,1.6982,15.5441,0.8382,1,False,False,1.2,0.4594,False,2.0265,False,False
2657,reverse,42,2.7,5.6458,0.10153,0.06745,False,0,,17.8308,0.6631,2,False,False,1.2,,True,2.7738,False,False
2658,forward,42,2.7,5.889,0.17035,0.33004,False,1,1.4241,15.1165,0.6925,1,False,False,1.2,1.9095,True,2.1629,False,False
2659,reverse,42,2.7,6.6414,0.20772,0.25607,False,1,1.4166,18.856,0.9533,2,False,False,1.2,2.404,False,0.3133,False,False
2660,forward,42,2.7,6.6079,0.05057,0.69098,False,0,,15.6305,0.7596,1,False,False,1.2,,True,2.822,False,False
2661,reverse,42,2.7,5.6226,0.28552,0.14336,False,0,,18.1732,1.0226,2,False,False,1.2,,False,0.5712,False,False
2662,forward,42,2.7,5.5565,0.09617,0.04338,False,0,,14.8568,0.6395,1,False,False,1.2,,False,3.894,True,False
2663,reverse,42,2.7,7.102,0.27749,0.01509,False,2,1.6482,19.2105,0.9678,2,False,False,1.2,2.7487,True,0.9984,False,False
2664,forward,42,2.7,5.5464,0.15221,0.02933,False,0,,14.9471,0.736,1,False,False,1.2,,True,1.2772,False,False
2665,reverse,42,2.7,5.5325,0.29578,0.32144,False,1,1.1421,17.8854,0.8014,2,False,False,1.2,2.3714,True,2.0821,False,False
2666,forward,42,2.7,5.7323,0.05934,0.79297,True,1,1.3683,17.0365,0.7099,1,True,True,0.5,0.5178,False,1.9953,False,False
2667,reverse,42,2.7,5.6625,0.21581,0.49116,True,0,,18.0821,0.902,2,False,False,1.2,,False,0.206,False,False
2668,forward,42,2.7,6.7889,0.11401,0.2454,True,0,,17.7463,0.7629,1,True,True,0.5,,False,2.7535,False,False
2669,reverse,42,2.7,5.8086,0.14471,0.77829,False,0,,18.1299,0.8419,2,False,False,1.2,,False,2.1629,False,False
2670,forward,42,2.7,6.746,0.11354,0.66592,True,0,,17.7964,0.8396,1,True,True,0.5,,False,1.4909,False,False
2671,reverse,42,2.7,6.351,0.1246,0.64333,True,0,,18.5294,0.8411,2,False,False,1.2,,True,2.3356,False,False
2672,forward,42,2.7,5.5085,0.11593,0.4096,False,0,,14.9305,0.743,1,False,False,1.2,,False,2.4082,False,False
2673,reverse,42,2.7,6.4917,0.13915,0.34981,False,2,1.0766,18.5526,0.7604,2,False,False,1.2,3.0562,False,2.7245,False,False
2674,forward,42,2.7,6.4352,0.20627,0.14188,False,0,,15.2997,0.5361,1,False,False,1.2,,False,3.9268,True,False
2675,reverse,42,2.7,6.0688,0.09439,0.30692,False,0,,18.3758,0.8958,2,False,False,1.2,,False,1.7564,False,False
2676,forward,42,2.7,6.0653,0.26177,0.21401,False,1,1.4948,14.9877,0.4541,1,False,False,1.2,1.1984,True,2.7651,False,False
2677,reverse,42,2.7,6.2081,0.12504,0.21328,False,0,,18.3186,0.7357,2,False,False,1.2,,False,2.4664,False,False
2678,forward,42,2.7,5.9237,0.26225,0.55838,True,5,1.3094,17.0774,0.6319,1,True,True,0.5,0.2666,True,1.8011,False,False
2679,reverse,42,2.7,6.6895,0.15193,0.60951,False,3,1.2838,18.7851,0.8469,2,False,False,1.2,3.466,False,1.2214,False,False
2680,forward,42,2.7,6.7835,0.14706,0.73902,True,0,,17.6436,0.6635,1,True,True,0.5,,False,1.6276,False,False
2681,reverse,42,2.7,6.278,0.21122,0.74721,False,2,1.4184,18.3366,0.7022,2,False,False,1.2,3.6287,True,0.6974,False,False
2682,forward,42,2.7,5.9873,0.18713,0.40017,False,1,1.4434,15.0887,0.6036,1,False,False,1.2,1.5711,False,1.2213,False,True
2683,reverse,42,2.7,6.2997,0.20973,0.49273,False,2,1.36,18.6454,0.995,2,False,False,1.2,2.833,True,2.9269,False,False
2684,forward,42,2.7,6.6455,0.17502,0.0812,False,1,1.3527,15.6529,0.7587,1,False,False,1.2,3.2655,True,0.1373,False,False
2685,reverse,42,2.7,6.3058,0.14488,0.37722,True,1,1.4525,18.5585,0.9035,2,False,False,1.2,2.5547,True,0.8798,False,False
2686,forward,42,2.7,6.2201,0.17049,0.44311,False,1,1.3704,15.1852,0.5553,1,False,False,1.2,3.4356,False,0.9923,False,False
2687,reverse,42,2.7,7.1644,0.14956,0.15717,False,2,1.7755,18.8596,0.5709,2,False,False,1.2,1.1319,False,2.2597,False,False
2688,forward,42,2.7,6.7727,0.29787,0.50627,True,2,1.5131,17.6748,0.7014,1,True,True,0.5,1.4753,True,4.6765,True,False
2689,reverse,42,2.7,7.0823,0.26514,0.4709,False,0,,19.0299,0.8018,2,False,False,1.2,,False,1.1835,False,False
2690,forward,42,2.7,6.1722,0.19316,0.4045,False,1,1.2046,15.1682,0.5681,1,False,False,1.2,1.6986,True,4.6461,True,False
2691,reverse,42,2.7,6.2823,0.20511,0.3612,False,2,1.5113,18.2913,0.6537,2,False,False,1.2,2.8748,True,2.8912,False,False
2692,forward,42,2.7,5.5559,0.28898,0.08595,False,1,1.1408,15.1056,0.8887,1,False,False,1.2,1.6281,False,1.3147,False,False
2693,reverse,42,2.7,6.4947,0.24035,0.06504,False,1,1.3342,18.3247,0.5304,2,False,False,1.2,2.2432,True,1.0757,False,False
2694,forward,42,2.7,6.9165,0.2142,0.16409,False,1,1.647,15.8673,0.8046,1,False,False,1.2,2.249,False,2.6766,False,False
2695,reverse,42,2.7,6.7382,0.28875,0.69198,True,1,1.2498,18.7229,0.7488,2,False,False,1.2,2.915,False,2.7955,False,False
2696,forward,42,2.7,5.6763,0.05261,0.22634,False,0,,14.9005,0.6087,1,False,False,1.2,,False,0.1356,False,False
2697,reverse,42,2.7,5.5809,0.12789,0.71917,True,1,1.1125,17.5829,0.4632,2,False,False,1.2,1.5913,False,2.5427,False,False
2698,forward,42,2.7,6.9505,0.28146,0.32336,False,0,,16.133,1.0491,1,False,False,1.2,,True,2.6043,False,False
2699,reverse,42,2.7,6.5238,0.11161,0.1155,False,1,1.3104,18.843,1.0272,2,False,False,1.2,1.1721,True,1.7455,False,False
2700,forward,42,2.7,6.014,0.11528,0.12475,True,0,,17.2993,0.7976,1,True,True,0.5,,False,1.1919,False,False
2701,reverse,42,2.7,6.3127,0.29609,0.07693,False,1,1.4322,18.5394,0.8793,2,False,False,1.2,1.7954,True,2.2122,False,False
2702,forward,42,2.7,5.6357,0.2468,0.07911,False,0,,14.9155,0.6489,1,False,False,1.2,,False,0.2361,False,False
2703,reverse,42,2.7,5.7299,0.22636,0.46637,True,1,1.4038,18.1951,0.9653,2,False,False,1.2,3.1629,True,2.0159,False,False
2704,forward,42,2.7,6.6373,0.05108,0.77652,True,1,1.4893,17.6829,0.7937,1,True,True,0.5,0.0,False,1.8169,False,False
2705,reverse,42,2.7,6.0084,0.08418,0.38766,False,1,1.3182,18.353,0.9176,2,False,False,1.2,1.9603,False,0.8801,False,False
2706,forward,42,2.7,6.3671,0.17271,0.23565,False,1,1.4196,15.4119,0.6907,1,False,False,1.2,2.7652,True,3.1374,True,False
2707,reverse,42,2.7,6.5449,0.0778,0.7887,True,0,,18.4945,0.663,2,False,False,1.2,,False,2.4261,False,False
2708,forward,42,2.7,5.9867,0.11238,0.1214,False,1,1.4354,15.5709,1.0862,1,False,False,1.2,2.1424,False,1.5713,False,False
2709,reverse,42,2.7,6.5146,0.15834,0.52951,True,1,1.4636,18.5083,0.6993,2,False,False,1.2,2.4261,False,2.3664,False,False
2710,forward,42,2.7,6.0494,0.23941,0.39748,True,0,,17.3653,0.8416,1,True,True,0.5,,True,1.4425,False,False
2711,reverse,42,2.7,6.3271,0.25218,0.74739,True,2,1.5456,18.0959,0.4252,2,False,False,1.2,1.8707,True,2.2194,False,True
2712,forward,42,2.7,6.2241,0.20113,0.40535,False,2,1.8795,15.6648,1.0325,1,False,False,1.2,1.9193,False,2.5322,False,False
2713,reverse,42,2.7,6.2674,0.28477,0.73361,True,2,1.2261,18.4337,0.8071,2,False,False,1.2,1.7671,True,2.5297,False,False
2714,forward,42,2.7,6.5849,0.07161,0.12485,False,1,1.2962,15.6927,0.8362,1,False,False,1.2,2.6194,False,0.1437,False,False
2715,reverse,42,2.7,6.6277,0.07075,0.68722,True,0,,18.5211,0.6286,2,False,False,1.2,,True,0.5917,False,False
2716,forward,42,2.7,6.926,0.05127,0.65473,True,1,1.4245,17.8577,0.789,1,True,True,0.5,0.9838,False,0.9613,False,False
2717,reverse,42,2.7,6.8736,0.26924,0.00274,False,3,1.1934,19.0943,1.0202,2,False,False,1.2,2.0136,True,0.9928,False,False
2718,forward,42,2.7,5.6705,0.08389,0.11257,False,0,,14.9653,0.6771,1,False,False,1.2,,True,2.4608,False,False
2719,reverse,42,2.7,6.097,0.24819,0.12907,False,1,1.3991,18.1357,0.6349,2,False,False,1.2,1.9167,False,2.3655,False,False
2720,forward,42,2.7,6.4113,0.16776,0.69306,True,1,1.3579,17.4771,0.7284,1,True,True,0.5,1.1737,True,0.2486,False,False
2721,reverse,42,2.7,6.7772,0.11699,0.48427,True,0,,18.7948,0.7919,2,False,False,1.2,,False,2.0063,False,False
2722,forward,42,2.7,6.829,0.22613,0.74881,True,0,,17.9144,0.906,1,True,True,0.5,,False,3.8263,True,False
2723,reverse,42,2.7,5.8302,0.2918,0.75494,False,0,,17.8474,0.5435,2,False,False,1.2,,True,5.1127,True,False
2724,forward,42,2.7,6.5933,0.19801,0.73883,True,1,1.1001,17.3415,0.4796,1,True,True,0.5,0.7219,True,0.6588,False,False
2725,reverse,42,2.7,7.1669,0.1997,0.37149,True,0,,19.1751,0.8844,2,False,False,1.2,,True,1.6621,False,False
2726,forward,42,2.7,6.4188,0.26287,0.01898,False,3,1.3127,15.6995,0.9461,1,False,False,1.2,2.3336,True,1.8525,False,False
2727,reverse,42,2.7,6.7956,0.24024,0.07649,False,1,1.325,18.8046,0.7881,2,False,False,1.2,1.5905,True,0.361,False,False
2728,forward,42,2.7,7.0024,0.08222,0.02913,False,0,,15.6726,0.5565,1,False,False,1.2,,False,0.1964,False,False
2729,reverse,42,2.7,5.5384,0.1055,0.27548,False,1,1.3062,18.3244,1.236,2,False,False,1.2,2.4327,False,1.9728,False,False
2730,forward,42,2.7,6.2899,0.1963,0.09233,False,0,,15.2949,0.6216,1,False,False,1.2,,False,2.7664,False,False
2731,reverse,42,2.7,6.7218,0.11265,0.73417,True,1,1.1278,18.9863,1.0242,2,False,False,1.2,2.2029,False,0.9779,False,False
2732,forward,42,2.7,6.4393,0.28946,0.73197,False,2,1.2448,15.4825,0.7164,1,False,False,1.2,1.1568,False,0.6372,False,False
2733,reverse,42,2.7,6.918,0.20069,0.34394,False,1,1.25,18.9741,0.8672,2,False,False,1.2,2.8299,True,0.1032,False,False
2734,forward,42,2.7,6.4235,0.05369,0.05334,True,0,,17.4004,0.6441,1,True,True,0.5,,False,0.0041,False,False
2735,reverse,42,2.7,6.7854,0.14281,0.71494,True,0,,18.7864,0.7774,2,False,False,1.2,,False,1.1527,False,False
2736,forward,42,2.7,6.2551,0.07331,0.17814,False,0,,15.2397,0.5881,1,False,False,1.2,,False,2.1503,False,False
2737,reverse,42,2.7,5.738,0.10499,0.0164,False,0,,17.8863,0.6505,2,False,False,1.2,,False,2.2629,False,False
2738,forward,42,2.7,6.1774,0.20345,0.51212,False,1,1.4351,15.1789,0.5756,1,False,False,1.2,2.5837,True,2.6591,False,False
2739,reverse,42,2.7,6.9899,0.05229,0.22559,True,1,1.3048,18.9683,0.8083,2,False,False,1.2,2.5892,False,0.1946,False,False
2740,forward,42,2.7,5.5081,0.05798,0.06401,False,0,,14.9116,0.7244,1,False,False,1.2,,False,1.3202,False,False
2741,reverse,42,2.7,7.1019,0.14958,0.08641,False,0,,18.8578,0.6152,2,False,False,1.2,,True,1.2131,False,False
2742,forward,42,2.7,5.979,0.28917,0.74253,True,3,1.5122,17.3714,0.8914,1,True,True,0.5,1.275,True,4.951,True,False
2743,reverse,42,2.7,5.8768,0.0861,0.63586,False,0,,18.3421,1.0039,2,False,False,1.2,,False,2.9115,False,False
2744,forward,42,2.7,5.8082,0.10556,0.06605,False,1,1.3534,15.1538,0.7801,1,False,False,1.2,3.31,True,0.6044,False,False
2745,reverse,42,2.7,6.5287,0.14808,0.72386,True,1,1.4476,18.6714,0.8519,2,False,False,1.2,2.4176,False,2.9502,False,False
2746,forward,42,2.7,5.7669,0.08471,0.10482,False,0,,14.85,0.5019,1,False,False,1.2,,False,2.1875,False,False
2747,reverse,42,2.7,7.0388,0.1398,0.19259,True,1,1.3116,18.4939,0.2979,2,False,False,1.2,2.4123,False,1.4655,False,False
2748,forward,42,2.7,5.5084,0.10532,0.10096,False,0,,14.9992,0.8117,1,False,False,1.2,,True,2.1478,False,False
2749,reverse,42,2.7,6.4968,0.17503,0.24166,False,1,1.7733,18.6367,0.8408,2,False,False,1.2,2.6502,False,1.8409,False,False
2750,forward,42,2.7,6.6414,0.06219,0.46116,False,0,,15.5142,0.6225,1,False,False,1.2,,False,0.2026,False,False
2751,reverse,42,2.7,6.3283,0.20093,0.00165,False,0,,18.3033,0.6317,2,False,False,1.2,,False,0.3604,False,False
2752,forward,42,2.7,6.489,0.1354,0.07956,False,1,1.3675,15.4277,0.6307,1,False,False,1.2,1.32,False,0.664,False,False
2753,reverse,42,2.7,6.1264,0.29246,0.24728,False,3,1.4117,18.2145,0.692,2,False,False,1.2,3.2023,True,2.4837,False,False
2754,forward,42,2.7,6.7358,0.29435,0.10937,False,5,1.319,15.8086,0.8581,1,False,False,1.2,1.9749,False,1.1833,False,False
2755,reverse,42,2.7,6.2547,0.24559,0.09462,False,1,1.0204,18.1179,0.5007,2,False,False,1.2,1.1562,False,2.9863,False,False
2756,forward,42,2.7,7.064,0.21752,0.77923,True,1,1.5164,17.938,0.7836,1,True,True,0.5,0.0,False,1.1408,False,False
2757,reverse,42,2.7,6.2108,0.08126,0.627,True,0,,18.3928,0.808,2,False,False,1.2,,False,1.587,False,False
2758,forward,42,2.7,6.6905,0.13029,0.43795,True,0,,17.6628,0.7406,1,True,True,0.5,,False,2.5605,False,False
2759,reverse,42,2.7,5.7245,0.06731,0.0911,False,0,,17.9239,0.6981,2,False,False,1.2,,True,2.1568,False,False
2760,forward,42,2.7,7.0765,0.05601,0.50336,True,0,,17.8709,0.7087,1,True,True,0.5,,True,2.7504,False,False
2761,reverse,42,2.7,5.8373,0.17157,0.43132,False,0,,18.1287,0.8196,2,False,False,1.2,,True,1.1479,False,False
2762,forward,42,2.7,5.7347,0.25468,0.41345,True,1,1.4711,17.045,0.7169,1,True,True,0.5,1.1161,True,3.8075,True,False
2763,reverse,42,2.7,6.0297,0.05539,0.02313,False,0,,18.2851,0.834,2,False,False,1.2,,False,0.6392,False,False
2764,forward,42,2.7,6.0723,0.27708,0.45584,False,1,1.413,15.5196,0.9817,1,False,False,1.2,2.234,True,0.0842,False,False
2765,reverse,42,2.7,6.0858,0.21468,0.40176,True,1,1.5495,17.8585,0.366,2,False,False,1.2,2.3235,False,0.3844,False,False
2766,forward,42,2.7,6.7131,0.07582,0.52729,True,1,1.0257,17.554,0.6176,1,True,True,0.5,0.9587,False,0.5793,False,False
2767,reverse,42,2.7,6.3904,0.06031,0.07869,False,2,1.5157,18.5493,0.8318,2,False,False,1.2,2.6884,False,1.4469,False,False
2768,forward,42,2.7,5.9978,0.15777,0.69264,False,1,1.479,15.0786,0.5869,1,False,False,1.2,2.6659,True,2.7237,False,False
2769,reverse,42,2.7,6.0872,0.29056,0.72767,True,3,1.3928,17.9314,0.4378,2,False,False,1.2,0.9283,True,0.3601,False,False
2770,forward,42,2.7,5.9423,0.16032,0.2348,False,0,,15.2844,0.8273,1,False,False,1.2,,True,0.0947,False,False
2771,reverse,42,2.7,6.7039,0.25762,0.01734,False,0,,18.5176,0.5688,2,False,False,1.2,,True,1.6005,False,False
2772,forward,42,2.7,5.5099,0.15332,0.10369,False,0,,14.8062,0.6178,1,False,False,1.2,,False,0.8475,False,False
2773,reverse,42,2.7,5.6868,0.25461,0.04339,False,0,,17.9194,0.7215,2,False,False,1.2,,True,2.0604,False,False
2774,forward,42,2.7,6.2604,0.15447,0.39375,False,0,,15.3916,0.7367,1,False,False,1.2,,False,1.4028,False,False
2775,reverse,42,2.7,6.2494,0.24441,0.20592,False,1,1.438,18.2504,0.637,2,False,False,1.2,1.8486,True,1.5766,False,False
2776,forward,42,2.7,6.9768,0.21419,0.72083,True,2,1.0249,17.7586,0.6584,1,True,True,0.5,2.1245,True,2.7447,False,False
2777,reverse,42,2.7,6.7409,0.05156,0.72857,False,1,1.2767,18.8301,0.854,2,False,False,1.2,1.6617,False,1.0145,False,False
2778,forward,42,2.7,6.9688,0.12283,0.52435,True,0,,17.7367,0.6414,1,True,True,0.5,,False,2.2245,False,False
2779,reverse,42,2.7,5.6591,0.1632,0.54451,False,1,1.2015,17.9347,0.7571,2,False,False,1.2,2.8044,False,5.4144,True,False
2780,forward,42,2.7,6.7429,0.08902,0.04488,False,1,1.3597,15.5576,0.6028,1,False,False,1.2,1.2484,False,3.7212,True,False
2781,reverse,42,2.7,5.52,0.09928,0.50411,False,2,1.5899,17.8123,0.7375,2,False,False,1.2,2.1271,True,2.521,False,False
2782,forward,42,2.7,5.6145,0.08458,0.63502,True,2,1.3548,16.8254,0.572,1,True,True,0.5,0.6862,False,2.1665,False,False
2783,reverse,42,2.7,6.1591,0.11328,0.77175,True,0,,18.2941,0.7475,2,False,False,1.2,,True,1.9467,False,False
2784,forward,42,2.7,6.7797,0.15571,0.36109,False,0,,15.7502,0.7725,1,False,False,1.2,,True,2.7579,False,False
2785,reverse,42,2.7,7.1614,0.18506,0.32438,False,2,1.2831,19.1646,0.878,2,False,False,1.2,1.3545,True,1.2119,False,False
2786,forward,42,2.7,5.9304,0.27934,0.71252,False,1,1.8446,15.169,0.7193,1,False,False,1.2,1.9074,False,1.9967,False,False
2787,reverse,42,2.7,5.5884,0.26677,0.11646,False,1,1.7114,17.7793,0.6539,2,False,False,1.2,1.9231,True,2.5376,False,False
2788,forward,42,2.7,5.5849,0.21327,0.712,True,0,,16.9114,0.6765,1,True,True,0.5,,True,2.9667,False,False
2789,reverse,42,2.7,6.3078,0.24677,0.42448,False,1,1.5736,18.4819,0.8254,2,False,False,1.2,1.7844,True,2.4572,False,False
2790,forward,42,2.7,6.3907,0.17739,0.51114,False,0,,15.484,0.7481,1,False,False,1.2,,False,4.3853,True,False
2791,reverse,42,2.7,5.9791,0.11798,0.0511,False,1,1.4751,18.0544,0.6406,2,False,False,1.2,0.9638,True,1.4415,False,False
2792,forward,42,2.7,5.8246,0.20858,0.08242,False,0,,15.0853,0.7013,1,False,False,1.2,,False,1.7807,False,False
2793,reverse,42,2.7,6.3597,0.09927,0.49957,True,1,1.5631,18.3943,0.6996,2,False,False,1.2,2.5817,False,2.374,False,False
2794,forward,42,2.7,5.687,0.2602,0.36064,True,0,,17.0855,0.7871,1,True,True,0.5,,False,1.5739,False,False
2795,reverse,42,2.7,7.0106,0.24758,0.52565,True,3,1.3757,18.8773,0.7021,2,False,False,1.2,1.4362,True,1.057,False,False
2796,forward,42,2.7,5.6814,0.17899,0.31141,False,1,1.6239,15.1445,0.8496,1,False,False,1.2,2.3969,False,0.7394,False,False
2797,reverse,42,2.7,6.1056,0.23396,0.41705,False,0,,18.126,0.6188,2,False,False,1.2,,True,2.7438,False,False
2798,forward,42,2.7,5.6116,0.26745,0.57553,False,2,1.4696,15.1324,0.8808,1,False,False,1.2,1.2603,False,0.8364,False,False
2799,reverse,42,2.7,6.2174,0.15993,0.11996,False,0,,18.2911,0.7014,2,False,False,1.2,,False,0.9416,False,False
2800,forward,42,2.7,5.907,0.11187,0.52491,False,0,,15.1553,0.7201,1,False,False,1.2,,True,1.2723,False,False
2801,reverse,42,2.7,6.6211,0.07357,0.72434,True,0,,18.7833,0.8956,2,False,False,1.2,,False,5.1426,True,False
2802,forward,42,2.7,5.5736,0.22033,0.43154,True,1,1.2919,16.9153,0.6873,1,True,True,0.5,1.6454,True,1.0797,False,False
2803,reverse,42,2.7,5.511,0.24717,0.27278,True,1,1.0821,17.8222,0.7539,2,False,False,1.2,1.411,False,1.292,False,False
2804,forward,42,2.7,6.4523,0.21184,0.20404,True,2,1.2266,17.8009,1.0267,1,True,True,0.5,0.8228,False,0.4295,False,False
2805,reverse,42,2.7,5.681,0.10964,0.64303,True,0,,18.0357,0.842,2,False,False,1.2,,False,2.2528,False,False
2806,forward,42,2.7,7.056,0.18379,0.45144,False,4,1.6553,15.6823,0.5329,1,False,False,1.2,3.1981,True,5.0471,True,False
2807,reverse,42,2.7,6.2975,0.27996,0.7601,True,2,1.2905,18.5675,0.9187,2,False,False,1.2,2.8616,False,1.832,False,False
2808,forward,42,2.7,6.6092,0.28039,0.15874,False,0,,15.5633,0.6916,1,False,False,1.2,,False,2.8382,False,False
2809,reverse,42,2.7,5.6244,0.25682,0.57306,True,0,,17.924,0.772,2,False,False,1.2,,False,2.7843,False,False
2810,forward,42,2.7,6.6477,0.17221,0.71076,False,1,1.5784,15.4584,0.5628,1,False,False,1.2,1.4081,False,0.9741,False,False
2811,reverse,42,2.7,6.7876,0.25855,0.62696,False,4,1.4736,18.7205,0.71,2,False,False,1.2,1.428,True,1.496,False,False
2812,forward,42,2.7,6.8122,0.15066,0.36421,True,2,1.4805,17.6698,0.6719,1,True,True,0.5,1.2212,False,0.6834,False,False
2813,reverse,42,2.7,6.5455,0.14166,0.12918,False,0,,18.5553,0.7234,2,False,False,1.2,,False,0.2945,False,False
2814,forward,42,2.7,5.7353,0.21862,0.54572,True,3,1.538,16.9103,0.5818,1,True,True,0.5,1.2312,True,1.0927,False,False
2815,reverse,42,2.7,6.5604,0.05332,0.017,False,0,,18.481,0.6381,2,False,False,1.2,,True,1.3927,False,False
2816,forward,42,2.7,5.9135,0.06252,0.09121,False,0,,15.4359,0.9967,1,False,False,1.2,,False,1.0521,False,False
2817,reverse,42,2.7,6.0589,0.23631,0.07695,True,3,1.6874,18.3714,0.8987,2,False,False,1.2,2.2343,True,1.1257,False,False
2818,forward,42,2.7,6.4529,0.22944,0.53554,False,4,1.3005,15.6867,0.9122,1,False,False,1.2,1.9617,False,1.2086,False,False
2819,reverse,42,2.7,7.0205,0.20003,0.08624,False,1,1.2165,18.931,0.7485,2,False,False,1.2,2.5844,False,3.3078,True,False
2820,forward,42,2.7,7.0236,0.17634,0.33053,False,2,1.6283,16.1339,1.0046,1,False,False,1.2,3.8721,True,3.7343,True,False
2821,reverse,42,2.7,6.3413,0.08468,0.52592,True,0,,18.6965,1.0154,2,False,False,1.2,,False,0.4634,False,False
2822,forward,42,2.7,6.3814,0.12759,0.43098,True,3,1.41,17.4879,0.7578,1,True,True,0.5,1.5707,False,2.2532,False,False
2823,reverse,42,2.7,6.7489,0.21446,0.01663,False,0,,18.5193,0.5372,2,False,False,1.2,,True,1.7703,False,False
2824,forward,42,2.7,6.0171,0.23657,0.63193,True,2,1.4287,17.3342,0.8306,1,True,True,0.5,1.6721,False,1.2669,False,False
2825,reverse,42,2.7,6.6079,0.23241,0.70329,True,0,,18.5223,0.6443,2,False,False,1.2,,True,2.7533,False,False
2826,forward,42,2.7,5.8986,0.27465,0.67601,False,3,1.8346,15.2064,0.7764,1,False,False,1.2,2.2689,True,2.752,False,False
2827,reverse,42,2.7,5.5891,0.25519,0.47092,True,1,1.4194,18.2321,1.1063,2,False,False,1.2,2.1345,False,1.9127,False,False
2828,forward,42,2.7,6.9511,0.18292,0.03588,False,1,1.3491,15.7192,0.6349,1,False,False,1.2,1.4168,False,0.0171,False,False
2829,reverse,42,2.7,6.5202,0.09493,0.54635,False,0,,18.8294,1.0162,2,False,False,1.2,,False,2.0637,False,False
2830,forward,42,2.7,7.0699,0.22657,0.50669,True,0,,17.9272,0.7691,1,True,True,0.5,,True,2.8256,False,False
2831,reverse,42,2.7,6.4074,0.21067,0.40948,False,0,,18.3311,0.6011,2,False,False,1.2,,False,4.8824,True,False
2832,forward,42,2.7,5.7331,0.2088,0.41593,True,2,1.101,17.1364,0.8093,1,True,True,0.5,1.1709,False,4.6806,True,False
2833,reverse,42,2.7,5.5064,0.13687,0.57425,True,2,1.6212,17.7047,0.6399,2,False,False,1.2,2.7666,True,0.9092,False,False
2834,forward,42,2.7,5.8606,0.24494,0.19561,False,3,1.3726,15.2359,0.8296,1,False,False,1.2,0.3019,True,0.0222,False,False
