run_id,strategy,seed,stall_width_m,aisle_width_m,ped_density_per_m,suv_probability,suv_present,pedestrian_count,pedestrian_speed_mps,total_cycle_time_s,reaction_time_s,gear_shifts,los_blocked,creep_activated,max_blind_exit_speed_mps,min_pedestrian_distance_m,proximity_warning,required_braking_mps2,critical_conflict,collision
0,forward,42,2.7,6.587,0.05625,0.22002,False,1,1.4665,15.5678,0.7099,1,False,False,1.2,1.959,False,5.2566,True,False
1,reverse,42,2.7,5.8717,0.17634,0.02123,False,1,1.4232,18.1214,0.787,2,False,False,1.2,2.9522,False,0.1255,False,False
2,forward,42,2.7,6.876,0.05162,0.64466,False,0,,15.9983,0.9607,1,False,False,1.2,,False,5.0601,True,False
3,reverse,42,2.7,6.0722,0.07319,0.07737,False,0,,18.5446,1.0621,2,False,False,1.2,,False,2.2774,False,False
4,forward,42,2.7,6.8721,0.23243,0.42898,False,2,1.1075,15.5829,0.5478,1,False,False,1.2,1.2025,True,0.142,False,False
5,reverse,42,2.7,5.5779,0.10697,0.23151,True,0,,17.7582,0.6406,2,False,False,1.2,,False,1.1032,False,False
6,forward,42,2.7,5.6717,0.11949,0.50855,True,0,,17.0687,0.7798,1,True,True,0.5,,False,0.8063,False,False
7,reverse,42,2.7,7.0923,0.21201,0.4873,True,1,1.5526,18.6564,0.4209,2,False,False,1.2,3.4484,False,0.0506,False,False
8,forward,42,2.7,6.588,0.18924,0.54769,False,1,1.5706,15.6347,0.7762,1,False,False,1.2,2.0502,False,1.7005,False,False
9,reverse,42,2.7,7.1029,0.26909,0.25174,False,3,1.5368,18.9975,0.7541,2,False,False,1.2,2.9343,True,2.1151,False,False
10,forward,42,2.7,5.9467,0.19615,0.71826,True,0,,17.3889,0.929,1,True,True,0.5,,False,3.9992,True,False
11,reverse,42,2.7,5.6545,0.06178,0.08772,False,1,1.3963,18.0597,0.8855,2,False,False,1.2,2.3477,False,2.8857,False,False
12,forward,42,2.7,7.1934,0.18228,0.77686,False,0,,15.9434,0.7085,1,False,False,1.2,,True,1.7796,False,False
13,reverse,42,2.7,6.4128,0.11671,0.51277,True,0,,18.2608,0.5269,2,False,False,1.2,,False,1.7533,False,False
14,forward,42,2.7,6.2713,0.28845,0.70068,True,1,1.745,17.2534,0.5917,1,True,True,0.5,0.9219,True,2.5385,False,False
15,reverse,42,2.7,6.5352,0.08821,0.61001,True,1,1.6724,18.7071,0.8828,2,False,False,1.2,2.1021,True,2.3338,False,False
16,forward,42,2.7,5.5331,0.28227,0.70298,False,1,1.7491,14.7006,0.4979,1,False,False,1.2,2.7439,True,3.0671,True,False
17,reverse,42,2.7,5.6177,0.24015,0.61267,True,2,1.5183,18.0064,0.8594,2,False,False,1.2,1.6102,True,2.8889,False,False
18,forward,42,2.7,5.8601,0.18482,0.58394,True,0,,17.3732,0.9672,1,True,True,0.5,,False,5.1528,True,False
19,reverse,42,2.7,6.2448,0.17939,0.0968,False,1,1.3912,18.3731,0.7632,2,False,False,1.2,2.5549,False,1.2751,False,False
20,forward,42,2.7,5.6207,0.20778,0.18315,False,1,1.4224,15.2296,0.9724,1,False,False,1.2,2.1772,True,2.7364,False,False
21,reverse,42,2.7,7.0904,0.19276,0.37814,False,1,1.5039,19.1148,0.8807,2,False,False,1.2,2.4949,False,2.6814,False,False
22,forward,42,2.7,6.2201,0.16676,0.58326,False,1,1.2509,15.4583,0.8284,1,False,False,1.2,2.4173,False,2.891,False,False
23,reverse,42,2.7,5.8234,0.16215,0.33751,True,0,,17.9622,0.6634,2,False,False,1.2,,True,1.5214,False,False
24,forward,42,2.7,7.0696,0.16078,0.68908,True,0,,18.1931,1.0352,1,True,True,0.5,,False,4.8971,True,False
25,reverse,42,2.7,7.1473,0.28159,0.67896,True,1,1.3983,18.9837,0.7076,2,False,False,1.2,2.2316,False,2.9037,False,False
26,forward,42,2.7,6.1443,0.29633,0.21216,False,4,1.3771,15.2474,0.6647,1,False,False,1.2,1.605,False,2.5091,False,False
27,reverse,42,2.7,6.4846,0.18555,0.59838,True,1,1.9039,18.5897,0.8028,2,False,False,1.2,1.7961,False,0.4976,False,False
28,forward,42,2.7,7.1333,0.07003,0.14866,False,1,1.7067,16.1632,0.9657,1,False,False,1.2,2.1208,True,0.4573,False,False
29,reverse,42,2.7,6.5529,0.15481,0.46694,False,1,1.6687,18.564,0.7266,2,False,False,1.2,1.6307,False,1.2363,False,False
30,forward,42,2.7,6.1728,0.21792,0.24,False,1,0.705,15.4903,0.8898,1,False,False,1.2,2.3535,True,2.9793,False,False
31,reverse,42,2.7,5.8624,0.1163,0.74661,False,1,1.3981,18.2332,0.9056,2,False,False,1.2,3.1302,False,2.7352,False,False
32,forward,42,2.7,6.696,0.20292,0.78979,True,0,,17.7275,0.8018,1,True,True,0.5,,True,0.5582,False,False
33,reverse,42,2.7,6.6278,0.28473,0.10743,False,0,,18.5272,0.6345,2,False,False,1.2,,True,0.8496,False,False
34,forward,42,2.7,6.4405,0.11809,0.48386,False,0,,15.4387,0.6719,1,False,False,1.2,,False,1.9822,False,False
35,reverse,42,2.7,6.3305,0.27633,0.67688,True,1,1.283,18.6807,1.0075,2,False,False,1.2,2.1249,True,3.0472,True,False
36,forward,42,2.7,6.5831,0.11549,0.59298,True,0,,17.6647,0.8092,1,True,True,0.5,,True,1.05,False,False
37,reverse,42,2.7,7.0013,0.27598,0.43647,False,1,1.4048,19.008,0.8397,2,False,False,1.2,2.5006,True,2.1494,False,False
38,forward,42,2.7,7.0283,0.24903,0.68856,False,1,1.678,16.0394,0.9071,1,False,False,1.2,2.5956,False,3.3761,True,False
39,reverse,42,2.7,6.5551,0.08864,0.7439,False,3,1.2641,18.5776,0.7386,2,False,False,1.2,1.518,False,1.6462,False,False
40,forward,42,2.7,7.0824,0.25056,0.69125,False,2,1.6747,15.7024,0.5365,1,False,False,1.2,2.3063,True,2.2906,False,False
41,reverse,42,2.7,6.2825,0.1263,0.63628,True,0,,18.6599,1.0221,2,False,False,1.2,,False,1.0226,False,False
42,forward,42,2.7,5.8283,0.13207,0.69148,False,0,,15.0408,0.6545,1,False,False,1.2,,False,0.2896,False,False
43,reverse,42,2.7,7.168,0.18405,0.75139,True,1,1.2431,19.156,0.8646,2,False,False,1.2,1.9809,False,0.6986,False,False
44,forward,42,2.7,5.6843,0.15864,0.58284,True,1,1.2031,17.1766,0.8799,1,True,True,0.5,1.1697,True,2.5446,False,False
45,reverse,42,2.7,5.5029,0.28139,0.43076,False,2,1.714,18.0128,0.9505,2,False,False,1.2,2.5087,True,1.4844,False,False
46,forward,42,2.7,6.0613,0.12848,0.67841,False,0,,15.2252,0.6941,1,False,False,1.2,,True,2.2389,False,False
47,reverse,42,2.7,6.1841,0.12391,0.10183,False,3,1.5909,18.2556,0.6905,2,False,False,1.2,2.8775,False,0.6381,False,False
48,forward,42,2.7,5.5007,0.12173,0.34391,False,1,1.2704,14.9696,0.787,1,False,False,1.2,0.7213,True,2.8095,False,False
49,reverse,42,2.7,6.8532,0.09242,0.06784,False,1,1.4722,18.9133,0.8543,2,False,False,1.2,1.1146,False,2.4835,False,False
50,forward,42,2.7,6.6438,0.10616,0.1593,True,0,,17.3547,0.4615,1,True,True,0.5,,True,0.9728,False,False
51,reverse,42,2.7,5.6238,0.15361,0.50381,True,1,1.4606,17.9098,0.7583,2,False,False,1.2,3.049,True,0.5775,False,False
52,forward,42,2.7,5.5094,0.23774,0.61604,True,1,1.6332,16.8907,0.7027,1,True,True,0.5,1.6678,False,4.0744,True,True
53,reverse,42,2.7,6.9422,0.16412,0.64113,False,4,1.447,18.8406,0.7159,2,False,False,1.2,1.3437,True,0.4592,False,False
54,forward,42,2.7,6.912,0.18697,0.71777,False,1,1.4049,16.0236,0.9637,1,False,False,1.2,2.1783,False,0.3734,False,False
55,reverse,42,2.7,6.5655,0.11865,0.06199,False,0,,18.4155,0.5688,2,False,False,1.2,,True,1.9112,False,False
56,forward,42,2.7,6.0435,0.18504,0.1107,False,2,1.1908,15.373,0.8529,1,False,False,1.2,1.718,True,1.0206,False,False
57,reverse,42,2.7,6.2142,0.27621,0.46726,False,3,1.4687,18.1876,0.6002,2,False,False,1.2,2.9729,False,3.5544,True,False
58,forward,42,2.7,6.9509,0.28836,0.33522,False,2,1.4409,15.9916,0.9075,1,False,False,1.2,2.6786,True,0.023,False,False
59,reverse,42,2.7,6.6545,0.15108,0.13204,False,0,,18.687,0.7746,2,False,False,1.2,,False,1.1808,False,False
60,forward,42,2.7,6.5578,0.05674,0.31522,False,0,,15.5392,0.6994,1,False,False,1.2,,True,2.2467,False,False
61,reverse,42,2.7,6.2849,0.06257,0.30328,True,0,,18.3262,0.6867,2,False,False,1.2,,False,0.8794,False,False
62,forward,42,2.7,6.7941,0.14478,0.60161,False,0,,15.7625,0.7758,1,False,False,1.2,,True,2.2167,False,False
63,reverse,42,2.7,6.417,0.29998,0.27997,False,4,1.4195,18.5726,0.8355,2,False,False,1.2,2.1477,True,1.5079,False,False
64,forward,42,2.7,5.7146,0.21736,0.45118,True,2,1.1405,16.9102,0.5946,1,True,True,0.5,2.1043,True,4.8218,True,False
65,reverse,42,2.7,7.14,0.07702,0.02054,False,2,1.6438,19.0078,0.737,2,False,False,1.2,1.8478,True,2.0811,False,False
66,forward,42,2.7,6.674,0.20681,0.08152,False,2,1.7476,15.6355,0.7234,1,False,False,1.2,1.7058,False,0.4934,False,False
67,reverse,42,2.7,6.13,0.17649,0.27298,False,1,1.5733,18.4818,0.9567,2,False,False,1.2,1.8747,True,0.5313,False,False
68,forward,42,2.7,6.9088,0.22683,0.34839,False,3,1.1872,15.8246,0.7666,1,False,False,1.2,2.0389,True,0.163,False,False
69,reverse,42,2.7,6.9479,0.25768,0.06933,False,1,1.243,18.7663,0.6374,2,False,False,1.2,1.6945,True,0.8234,False,False
70,forward,42,2.7,5.5488,0.26274,0.14547,False,3,1.3953,14.9837,0.7711,1,False,False,1.2,2.3605,False,0.0428,False,False
71,reverse,42,2.7,6.7241,0.17214,0.60653,False,2,1.3729,18.8023,0.8385,2,False,False,1.2,2.3539,True,3.0716,True,False
72,forward,42,2.7,6.676,0.12655,0.46524,False,1,1.3954,15.5289,0.6156,1,False,False,1.2,1.9492,False,3.5462,True,False
73,reverse,42,2.7,5.9274,0.08016,0.15407,True,0,,18.0115,0.636,2,False,False,1.2,,True,2.699,False,False
74,forward,42,2.7,6.7957,0.09629,0.17311,False,2,1.381,15.8052,0.8176,1,False,False,1.2,2.2606,False,2.5712,False,False
75,reverse,42,2.7,5.8051,0.05354,0.42731,True,1,1.5349,18.01,0.7247,2,False,False,1.2,1.7805,True,1.4931,False,False
76,forward,42,2.7,6.9764,0.17272,0.69818,True,1,1.426,17.8946,0.7946,1,True,True,0.5,1.8906,True,0.1909,False,False
77,reverse,42,2.7,6.8976,0.15018,0.05927,False,0,,18.7799,0.6881,2,False,False,1.2,,False,2.563,False,False
78,forward,42,2.7,5.7536,0.19071,0.24307,False,0,,15.1084,0.7686,1,False,False,1.2,,True,2.1593,False,False
79,reverse,42,2.7,6.8443,0.10642,0.41806,False,0,,18.5985,0.546,2,False,False,1.2,,False,0.7939,False,False
80,forward,42,2.7,6.9623,0.29751,0.2443,False,3,1.4713,16.0551,0.9639,1,False,False,1.2,2.3215,True,0.4344,False,False
81,reverse,42,2.7,5.6276,0.05067,0.3604,False,0,,17.9816,0.8273,2,False,False,1.2,,False,1.317,False,False
82,forward,42,2.7,5.8935,0.22674,0.56239,True,4,1.5924,17.1129,0.6861,1,True,True,0.5,0.2977,False,3.2053,True,False
83,reverse,42,2.7,7.0443,0.25666,0.05713,False,2,1.3202,18.9315,0.7314,2,False,False,1.2,2.4252,True,5.1912,True,False
84,forward,42,2.7,6.6708,0.22493,0.75414,True,1,1.6061,17.6995,0.7895,1,True,True,0.5,0.9834,True,2.2102,False,False
85,reverse,42,2.7,5.6553,0.29048,0.66877,True,3,1.5364,18.1687,0.994,2,False,False,1.2,2.3732,False,1.2113,False,False
86,forward,42,2.7,6.2999,0.21288,0.73286,True,2,1.5554,17.5047,0.8252,1,True,True,0.5,0.7161,False,0.7086,False,False
87,reverse,42,2.7,6.9581,0.13245,0.55494,True,3,1.658,18.8342,0.6977,2,False,False,1.2,2.6279,False,5.0424,True,False
88,forward,42,2.7,7.1493,0.15104,0.41168,False,2,1.4724,16.0888,0.8814,1,False,False,1.2,2.1369,False,2.4989,False,False
89,reverse,42,2.7,6.792,0.10089,0.43938,False,0,,18.5538,0.54,2,False,False,1.2,,False,1.0914,False,False
90,forward,42,2.7,6.687,0.08036,0.77852,True,0,,17.7734,0.8533,1,True,True,0.5,,True,0.8681,False,False
91,reverse,42,2.7,6.4388,0.0733,0.79381,False,0,,18.6623,0.9092,2,False,False,1.2,,False,1.8986,False,False
92,forward,42,2.7,5.6997,0.25804,0.3987,False,1,1.6844,14.6942,0.3879,1,False,False,1.2,2.1324,False,1.6831,False,False
93,reverse,42,2.7,6.1521,0.28047,0.40659,False,3,1.653,18.455,0.9136,2,False,False,1.2,1.7893,False,0.4173,False,False
94,forward,42,2.7,6.8949,0.12071,0.23884,False,2,1.2214,15.7662,0.7169,1,False,False,1.2,1.329,False,5.4523,True,False
95,reverse,42,2.7,6.2741,0.13044,0.15092,False,1,1.3197,18.3887,0.7572,2,False,False,1.2,1.9083,False,2.5769,False,False
96,forward,42,2.7,6.766,0.22631,0.64913,True,4,1.1329,17.7163,0.7471,1,True,True,0.5,2.1042,True,2.6911,False,False
97,reverse,42,2.7,6.2485,0.18149,0.36554,False,1,1.1026,18.4582,0.8455,2,False,False,1.2,2.7037,False,1.3555,False,False
98,forward,42,2.7,7.1476,0.13464,0.55416,False,3,1.2704,16.1747,0.9683,1,False,False,1.2,2.1779,False,0.0563,False,False
99,reverse,42,2.7,5.561,0.06711,0.50493,False,2,0.9949,18.0284,0.9232,2,False,False,1.2,2.6342,False,2.3198,False,False
100,forward,42,2.7,6.9834,0.16092,0.5552,False,0,,15.8901,0.7857,1,False,False,1.2,,True,1.0973,False,False
101,reverse,42,2.7,6.1372,0.08639,0.42493,False,1,1.2403,18.5474,1.0169,2,False,False,1.2,2.7261,True,2.8347,False,False
102,forward,42,2.7,6.5535,0.11021,0.73026,True,0,,17.5842,0.7471,1,True,True,0.5,,False,3.7147,True,False
103,reverse,42,2.7,5.516,0.25116,0.72097,True,0,,17.937,0.8651,2,False,False,1.2,,True,1.7528,False,False
104,forward,42,2.7,6.2509,0.13639,0.47006,False,0,,15.3988,0.7498,1,False,False,1.2,,True,2.0111,False,False
105,reverse,42,2.7,5.8387,0.14617,0.38657,True,1,1.7864,18.1854,0.8753,2,False,False,1.2,2.075,False,0.9834,False,False
106,forward,42,2.7,7.1625,0.21456,0.21958,False,2,1.2161,15.8567,0.641,1,False,False,1.2,2.5399,True,1.1545,False,False
107,reverse,42,2.7,6.8581,0.20177,0.28186,False,3,1.307,18.9238,0.8612,2,False,False,1.2,1.3229,True,0.9635,False,False
108,forward,42,2.7,7.0358,0.21159,0.24715,False,2,1.3072,16.1258,0.9889,1,False,False,1.2,2.2559,False,0.3634,False,False
109,reverse,42,2.7,6.417,0.29287,0.42468,False,3,1.4951,18.5734,0.8364,2,False,False,1.2,1.0902,False,1.0335,False,False
110,forward,42,2.7,6.0758,0.07879,0.77031,True,2,1.9189,17.2408,0.7007,1,True,True,0.5,1.4086,False,1.4476,False,False
111,reverse,42,2.7,6.8442,0.05348,0.42926,False,0,,18.6675,0.6152,2,False,False,1.2,,False,5.1442,True,False
112,forward,42,2.7,6.643,0.19614,0.65793,False,0,,15.6461,0.7534,1,False,False,1.2,,True,1.9624,False,False
113,reverse,42,2.7,7.0032,0.19035,0.7322,True,0,,18.9534,0.7836,2,False,False,1.2,,True,0.7547,False,False
114,forward,42,2.7,6.9006,0.27735,0.24175,False,0,,15.9234,0.8706,1,False,False,1.2,,True,4.3797,True,False
115,reverse,42,2.7,6.3375,0.0743,0.70981,True,0,,18.386,0.7077,2,False,False,1.2,,True,2.2619,False,False
116,forward,42,2.7,6.6398,0.23579,0.75678,True,1,1.3214,17.6757,0.7849,1,True,True,0.5,0.5358,True,2.5785,False,False
117,reverse,42,2.7,7.1176,0.05818,0.29642,False,2,1.4137,18.9302,0.676,2,False,False,1.2,1.3505,False,0.0844,False,False
118,forward,42,2.7,7.1623,0.13967,0.31851,True,0,,18.061,0.8454,1,True,True,0.5,,True,4.9195,True,False
119,reverse,42,2.7,6.6267,0.21043,0.47772,True,1,1.2202,18.7778,0.886,2,False,False,1.2,2.6961,False,2.5997,False,False
120,forward,42,2.7,5.6166,0.24129,0.16573,False,2,1.4122,14.9981,0.7434,1,False,False,1.2,2.3288,False,2.6716,False,False
121,reverse,42,2.7,5.721,0.11266,0.1396,False,0,,17.9081,0.6849,2,False,False,1.2,,False,0.6976,False,False
122,forward,42,2.7,5.5253,0.2475,0.19035,False,0,,15.1814,0.9836,1,False,False,1.2,,False,1.0171,False,False
123,reverse,42,2.7,6.3943,0.23642,0.381,False,1,1.5064,18.1087,0.3884,2,False,False,1.2,2.0622,True,1.6197,False,False
124,forward,42,2.7,5.5737,0.24581,0.69358,True,2,1.1991,16.998,0.77,1,True,True,0.5,0.9051,False,0.7228,False,False
125,reverse,42,2.7,7.0465,0.06837,0.06463,False,0,,18.7914,0.5897,2,False,False,1.2,,False,0.4222,False,False
126,forward,42,2.7,5.9675,0.20827,0.43869,True,2,1.3279,17.1807,0.7078,1,True,True,0.5,0.8204,True,3.6434,True,False
127,reverse,42,2.7,6.6066,0.24224,0.57667,True,1,1.0263,18.5395,0.6626,2,False,False,1.2,2.7059,False,1.8028,False,False
128,forward,42,2.7,6.2072,0.07377,0.34141,False,0,,15.5669,0.9451,1,False,False,1.2,,False,1.2063,False,False
129,reverse,42,2.7,5.6141,0.25794,0.07458,False,3,1.7708,17.7701,0.6258,2,False,False,1.2,1.8806,True,0.3708,False,False
130,forward,42,2.7,5.7078,0.1384,0.53227,False,3,1.2434,15.2195,0.9082,1,False,False,1.2,2.3205,False,2.1461,False,False
131,reverse,42,2.7,5.8812,0.07705,0.6763,True,1,1.6845,18.1934,0.8519,2,False,False,1.2,0.9248,False,0.8111,False,False
132,forward,42,2.7,7.1567,0.25461,0.49086,False,0,,16.2167,1.0046,1,False,False,1.2,,True,5.1309,True,False
133,reverse,42,2.7,5.9547,0.0951,0.56216,True,0,,18.0241,0.6284,2,False,False,1.2,,False,4.9405,True,False
134,forward,42,2.7,5.5104,0.26747,0.45306,True,0,,16.9136,0.7249,1,True,True,0.5,,True,1.8751,False,False
135,reverse,42,2.7,6.7684,0.10378,0.33587,False,0,,18.7186,0.7222,2,False,False,1.2,,False,0.5669,False,False
136,forward,42,2.7,6.7267,0.24421,0.45407,True,0,,17.8091,0.8643,1,True,True,0.5,,False,1.3839,False,False
137,reverse,42,2.7,6.6457,0.11803,0.52955,True,0,,18.8297,0.9238,2,False,False,1.2,,True,1.0748,False,False
138,forward,42,2.7,5.9644,0.23874,0.09105,False,1,1.1044,15.2395,0.7687,1,False,False,1.2,2.7256,True,0.0021,False,False
139,reverse,42,2.7,6.5189,0.05192,0.24114,True,0,,18.6046,0.7924,2,False,False,1.2,,False,1.9947,False,False
140,forward,42,2.7,5.9344,0.13203,0.00618,False,0,,15.0315,0.5792,1,False,False,1.2,,False,2.126,False,False
141,reverse,42,2.7,6.3504,0.25834,0.64496,True,1,1.6132,18.7737,1.0858,2,False,False,1.2,2.2721,False,3.095,True,False
142,forward,42,2.7,6.9656,0.19394,0.45872,False,1,1.5757,15.8606,0.7674,1,False,False,1.2,2.3858,True,1.1831,False,False
143,reverse,42,2.7,6.9144,0.27994,0.0705,False,1,1.1368,18.7054,0.6011,2,False,False,1.2,2.0021,False,5.2686,True,False
144,forward,42,2.7,6.0275,0.13488,0.26645,True,1,0.966,17.2397,0.7296,1,True,True,0.5,0.5874,True,1.4791,False,False
145,reverse,42,2.7,6.8922,0.25376,0.18902,True,1,1.6616,18.8519,0.764,2,False,False,1.2,1.153,True,1.573,False,False
146,forward,42,2.7,5.8011,0.24321,0.39529,False,3,1.2153,14.9616,0.5923,1,False,False,1.2,2.7006,True,1.053,False,False
147,reverse,42,2.7,5.7566,0.06707,0.35377,True,0,,17.8408,0.5913,2,False,False,1.2,,False,2.6848,False,False
148,forward,42,2.7,5.5955,0.17683,0.24833,False,0,,15.021,0.7794,1,False,False,1.2,,False,2.4137,False,False
149,reverse,42,2.7,6.9692,0.26382,0.49201,False,4,1.3304,18.9747,0.83,2,False,False,1.2,1.2217,True,0.703,False,False
150,forward,42,2.7,6.0466,0.16891,0.12069,True,0,,17.3828,0.8609,1,True,True,0.5,,False,3.7375,True,False
151,reverse,42,2.7,6.7143,0.17614,0.13805,False,1,1.2913,18.6192,0.6627,2,False,False,1.2,2.0456,True,1.4269,False,False
152,forward,42,2.7,6.1338,0.12072,0.32702,False,1,1.3556,15.282,0.7057,1,False,False,1.2,2.9115,False,1.5845,False,False
153,reverse,42,2.7,5.983,0.23093,0.52525,False,2,1.5686,18.2544,0.8378,2,False,False,1.2,2.5682,False,2.6258,False,False
154,forward,42,2.7,7.1451,0.22462,0.31357,False,2,1.4948,15.6894,0.4846,1,False,False,1.2,1.5123,False,2.4547,False,False
155,reverse,42,2.7,6.7559,0.22135,0.42111,False,1,1.0705,18.6757,0.6885,2,False,False,1.2,2.4115,True,4.5127,True,False
156,forward,42,2.7,5.8641,0.28692,0.38902,True,0,,17.4146,1.006,1,True,True,0.5,,True,2.5518,False,False
157,reverse,42,2.7,5.6719,0.24272,0.6681,False,0,,18.0719,0.8849,2,False,False,1.2,,False,0.3262,False,False
158,forward,42,2.7,6.0725,0.24158,0.10484,False,0,,15.4141,0.876,1,False,False,1.2,,False,1.9203,False,False
159,reverse,42,2.7,6.8754,0.09138,0.35014,False,1,1.1004,18.71,0.6346,2,False,False,1.2,2.2828,False,1.1651,False,False
160,forward,42,2.7,6.7725,0.16223,0.42721,True,2,1.0728,17.9917,1.0185,1,True,True,0.5,1.9199,False,1.3936,False,False
161,reverse,42,2.7,5.979,0.14547,0.42197,False,2,1.3783,18.1637,0.75,2,False,False,1.2,3.0306,False,1.4469,False,False
162,forward,42,2.7,6.986,0.18864,0.08207,False,1,1.4131,15.7366,0.6307,1,False,False,1.2,2.4039,False,3.6387,True,False
163,reverse,42,2.7,6.2437,0.2866,0.17763,False,1,1.3367,18.5264,0.9173,2,False,False,1.2,2.3521,False,2.7716,False,False
164,forward,42,2.7,5.9008,0.29863,0.29993,True,4,1.3136,17.4561,1.0247,1,True,True,0.5,1.0819,True,0.8068,False,False
165,reverse,42,2.7,6.6994,0.16215,0.0042,False,0,,18.6182,0.6727,2,False,False,1.2,,False,2.9958,False,False
166,forward,42,2.7,6.9194,0.1872,0.58179,True,0,,17.7845,0.7199,1,True,True,0.5,,True,1.5854,False,False
167,reverse,42,2.7,5.5812,0.15496,0.63512,True,0,,17.9934,0.8734,2,False,False,1.2,,False,4.6221,True,False
168,forward,42,2.7,7.0387,0.19918,0.01315,False,0,,15.9872,0.8485,1,False,False,1.2,,False,1.4528,False,False
169,reverse,42,2.7,6.5452,0.11014,0.33325,False,0,,18.7063,0.8746,2,False,False,1.2,,True,2.1958,False,False
170,forward,42,2.7,7.1569,0.06692,0.42085,False,1,1.2259,16.0696,0.8574,1,False,False,1.2,0.8953,True,1.2818,False,False
171,reverse,42,2.7,5.9312,0.05406,0.63082,True,1,0.9759,18.1613,0.7829,2,False,False,1.2,1.05,False,2.8226,False,False
172,forward,42,2.7,6.0653,0.06108,0.43681,False,0,,15.3141,0.7805,1,False,False,1.2,,False,2.0796,False,False
173,reverse,42,2.7,6.6822,0.20793,0.6492,True,2,1.1802,18.7791,0.8463,2,False,False,1.2,2.2178,False,1.0966,False,False
174,forward,42,2.7,5.5712,0.28334,0.41231,False,1,1.4027,14.8788,0.6523,1,False,False,1.2,1.3948,False,0.4537,False,False
175,reverse,42,2.7,6.9719,0.13298,0.09958,False,3,1.6727,19.0699,0.9233,2,False,False,1.2,1.9749,False,1.8489,False,False
176,forward,42,2.7,6.3458,0.28108,0.41542,False,1,1.1026,15.2906,0.5826,1,False,False,1.2,1.551,False,0.8536,False,False
177,reverse,42,2.7,5.6361,0.21523,0.2452,False,1,1.3504,17.8843,0.7237,2,False,False,1.2,2.2536,True,1.2151,False,False
178,forward,42,2.7,6.9791,0.13814,0.79852,True,2,1.2766,17.7432,0.6416,1,True,True,0.5,1.5094,True,0.0368,False,False
179,reverse,42,2.7,7.1197,0.08569,0.48606,False,0,,18.7911,0.5353,2,False,False,1.2,,False,2.673,False,False
180,forward,42,2.7,5.6143,0.24463,0.29306,False,2,1.583,14.9575,0.7043,1,False,False,1.2,2.1697,False,1.9398,False,False
181,reverse,42,2.7,6.4001,0.14951,0.51965,True,0,,18.2793,0.5547,2,False,False,1.2,,False,2.4978,False,False
182,forward,42,2.7,6.7506,0.17476,0.30959,False,0,,15.6991,0.7395,1,False,False,1.2,,True,2.7628,False,False
183,reverse,42,2.7,7.1938,0.12139,0.73318,True,0,,19.2232,0.9128,2,False,False,1.2,,True,0.5596,False,False
184,forward,42,2.7,6.9498,0.16301,0.71894,True,0,,17.7132,0.6298,1,True,True,0.5,,False,3.5301,True,False
185,reverse,42,2.7,6.0433,0.13686,0.05195,False,4,1.0483,18.2597,0.7985,2,False,False,1.2,1.354,False,0.7383,False,False
186,forward,42,2.7,5.7063,0.10025,0.1111,False,0,,14.9247,0.6143,1,False,False,1.2,,False,2.2649,False,False
187,reverse,42,2.7,6.8662,0.18791,0.48956,True,2,1.3361,18.5651,0.4965,2,False,False,1.2,1.9211,True,2.3774,False,False
188,forward,42,2.7,6.8997,0.06844,0.7779,True,0,,17.7437,0.6914,1,True,True,0.5,,False,1.7784,False,False
189,reverse,42,2.7,6.9925,0.24507,0.51184,True,3,1.2336,18.9733,0.8114,2,False,False,1.2,2.3635,False,0.5729,False,False
190,forward,42,2.7,5.7799,0.13067,0.56747,True,3,1.2327,16.9638,0.6076,1,True,True,0.5,1.59,False,0.9736,False,False
191,reverse,42,2.7,6.4069,0.17564,0.13491,False,0,,18.5698,0.8402,2,False,False,1.2,,False,0.9546,False,False
192,forward,42,2.7,6.6198,0.23016,0.48411,False,2,1.6748,15.6889,0.8105,1,False,False,1.2,1.2643,True,5.1145,True,False
193,reverse,42,2.7,6.8038,0.15415,0.51119,True,1,1.2654,18.9385,0.9159,2,False,False,1.2,1.8992,True,0.5251,False,False
194,forward,42,2.7,6.868,0.22125,0.23795,True,0,,17.6222,0.5897,1,True,True,0.5,,True,0.0034,False,False
195,reverse,42,2.7,5.8468,0.20167,0.25007,False,3,1.4853,17.9338,0.6176,2,False,False,1.2,2.7066,True,0.0389,False,False
196,forward,42,2.7,6.0425,0.16662,0.21398,False,0,,15.2325,0.7131,1,False,False,1.2,,False,1.1639,False,False
197,reverse,42,2.7,6.5461,0.11207,0.69225,True,0,,18.7254,0.893,2,False,False,1.2,,False,4.5231,True,False
198,forward,42,2.7,6.4821,0.12818,0.6105,True,1,1.3844,17.573,0.7803,1,True,True,0.5,1.9261,False,4.6725,True,False
199,reverse,42,2.7,7.1434,0.10379,0.28232,True,1,1.3199,18.9275,0.6543,2,False,False,1.2,1.4956,False,2.2981,False,False
200,forward,42,2.7,6.4124,0.26179,0.34474,False,3,1.281,15.4572,0.7078,1,False,False,1.2,1.86,False,0.9399,False,False
201,reverse,42,2.7,6.3572,0.2411,0.22378,False,1,1.3743,18.5912,0.8983,2,False,False,1.2,1.9986,True,1.0205,False,False
202,forward,42,2.7,6.8513,0.13477,0.75116,False,0,,15.5959,0.5737,1,False,False,1.2,,True,2.4889,False,False
